Event,n
U02330,3
U02331,5
U02332,12
U02333,3
U02334,14
U02335,4
U02336,6
U02337,6
U02338,4
U02339,9
U02340,6
U02341,15
U02342,6
U02343,10
U02344,4
U02345,7
U02346,197
U02347,98
U02348,15
U02349,9
U02350,4
U02351,5
U02352,27
U02353,7
U02354,7
U02355,7
U02356,5
U02357,9
U02358,5
U02359,13
U02360,6
U02361,7
U02362,7
U02363,5
U02364,9
U02365,4
U02366,7
U02367,5
U02368,7
U02369,5
U02370,6
U02371,5
U02372,5
U02373,8
U02374,6
U02375,7
U02376,4
U02377,12
U02378,6
U02379,21
U02380,4
U02381,16
U02382,5
U02383,4
U02384,4
U02385,4
U02386,4
U02387,15
U02388,5
U02389,7
U02390,7
U02391,5
U02392,8
U02393,8
U02394,8
U02395,10
U02396,16
U02397,9
U02398,5
U02399,2
U02400,5
U02401,10
U02402,9
U02403,7
U02404,4
U02405,6
U02406,8
U02407,6
U02408,4
U02409,16
U02410,8
U02411,11
U02412,7
U02413,10
U02414,8
U02415,8
U02416,3
U02417,6
U02418,2
U02419,5
U02420,3
U02421,15
U02422,16
U02423,9
U02424,8
U02425,4
U02426,7
U02427,21
U02428,7
U02429,49
U02430,11
U02431,5
U02432,24
U02433,12
U02434,9
U02435,9
U02436,7
U02437,21
U02438,4
U02439,22
U02440,15
U02441,10
U02442,11
U02443,7
U02444,16
U02445,14
U02446,7
U02447,11
U02448,7
U02449,18
U02450,12
U02451,7
U02452,8
U02453,10
U02454,20
U02455,20
U02456,10
U02457,10
U02458,5
U02459,9
U02460,8
U02461,7
U02462,14
U02463,8
U02464,8
U02465,10
U02466,10
U02467,14
U02468,9
U02469,14
U02470,9
U02471,18
U02472,8
U02473,9
U02474,10
U02475,3
U02476,7
U02477,10
U02478,8
U02479,9
U02480,13
U02481,11
U02482,16
U02483,16
U02484,17
U02485,27
U02486,9
U02487,10
U02488,16
U02489,14
U02490,15
U02491,11
U02492,13
U02493,17
U02494,8
U02495,9
U02496,8
U02497,12
U02498,10
U02499,9
U02500,12
U02501,6
U02502,9
U02503,11
U02504,11
U02505,8
U02506,10
U02507,12
U02508,16
U02509,6
U02510,16
U02511,14
U02512,11
U02513,10
U02514,12
U02515,8
U02516,3
U02517,7
U02518,10
U02519,7
U02520,8
U02521,19
U02522,6
U02523,19
U02524,67
U02525,243
U02526,4
U02527,9
U02528,11
U02529,32
U02530,10
U02531,12
U02532,8
U02533,7
U02534,7
U02535,8
U02536,16
U02537,7
U02538,9
U02539,8
U02540,13
U02541,26
U02542,66
U02543,8
U02544,68
U02545,8
U02546,264
U02547,404
U02548,13
U02549,9
U02550,26
U02551,12
U02552,9
U02553,14
U02554,11
U02555,12
U02556,10
U02557,10
U02558,7
U02559,8
U02560,5
U02561,15
U02562,11
U02563,11
U02564,11
U02565,16
U02566,13
U02567,14
U02568,13
U02569,17
U02570,6
U02571,9
U02572,13
U02573,16
U02574,12
U02575,8
U02576,9
U02577,16
U02578,20
U02579,14
U02580,15
U02581,25
U02582,4
U02583,12
U02584,13
U02585,28
U02586,12
U02587,8
U02588,8
U02589,10
U02590,9
U02591,8
U02592,9
U02593,9
U02594,9
U02595,5
U02596,9
U02597,10
U02598,13
U02599,11
U02600,16
U02601,2
U02602,6
U02603,15
U02604,14
U02605,13
U02606,17
U02607,11
U02608,12
U02609,14
U02610,10
U02611,20
U02612,6
U02613,12
U02614,8
U02615,10
U02616,27
U02617,7
U02618,7
U02619,10
U02620,18
U02621,17
U02622,12
U02623,20
U02624,15
U02625,20
U02626,9
U02627,9
U02628,38
U02629,12
U02630,12
U02631,13
U02632,26
U02633,6
U02634,11
U02635,16
U02636,6
U02637,12
U02638,11
U02639,17
U02640,11
U02641,11
U02642,8
U02643,7
U02644,9
U02645,16
U02646,7
U02647,7
U02648,4
U02649,8
U02650,6
U02651,11
U02652,12
U02653,10
U02654,14
U02655,12
U02656,16
U02657,15
U02658,10
U02659,6
U02660,19
U02661,27
U02662,11
U02663,20
U02664,6
U02665,6
U02666,40
U02667,15
U02668,11
U02669,9
U02670,9
U02671,11
U02672,24
U02673,6
U02674,9
U02675,5
U02676,8
U02677,12
U02678,11
U02679,22
U02680,11
U02681,14
U02682,9
U02683,10
U02684,7
U02685,11
U02686,11
U02687,11
U02688,9
U02689,8
U02690,12
U02691,23
U02692,14
U02693,8
U02694,11
U02695,8
U02696,6
U02697,17
U02698,9
U02699,15
U02700,26
U02701,8
U02702,7
U02703,9
U02704,8
U02705,12
U02706,12
U02707,11
U02708,8
U02709,10
U02710,11
U02711,7
U02712,6
U02713,5
U02714,13
U02715,11
U02716,12
U02717,2
U02718,7
U02719,8
U02720,4
U02721,7
U02722,11
U02723,5
U02724,8
U02725,14
U02726,17
U02727,9
U02728,7
U02729,4
U02730,11
U02731,11
U02732,10
U02733,12
U02734,14
U02735,13
U02736,9
U02737,8
U02738,11
U02739,13
U02740,55
U02741,9
U02742,14
U02743,12
U02744,4
U02745,12
U02746,12
U02747,16
U02748,10
U02749,13
U02750,13
U02751,10
U02752,12
U02753,14
U02754,13
U02755,11
U02756,16
U02757,12
U02758,8
U02759,22
U02760,9
U02761,14
U02762,14
U02763,14
U02764,5
U02765,7
U02766,15
U02767,6
U02768,7
U02769,23
U02770,14
U02771,13
U02772,11
U02773,13
U02774,10
U02775,8
U02776,8
U02777,16
U02778,13
U02779,14
U02780,69
U02781,14
U02782,58
U02783,13
U02784,12
U02785,4
U02786,3
U02787,13
U02788,4
U02789,10
U02790,9
U02791,7
U02792,12
U02793,9
U02794,17
U02795,8
U02796,5
U02797,12
U02798,10
U02799,32
U02800,5
U02801,13
U02802,9
U02803,3
U02804,7
U02805,8
U02806,13
U02807,7
U02808,7
U02809,8
U02810,24
U02811,10
U02812,11
U02813,8
U02814,19
U02815,11
U02816,6
U02817,432
U02818,14
U02819,11
U02820,9
U02821,8
U02822,67
U02823,13
U02824,7
U02825,7
U02826,10
U02827,11
U02828,6
U02829,14
U02830,9
U02831,7
U02832,13
U02833,611
U02834,6
U02835,10
U02836,11
U02837,6
U02838,13
U02839,11
U02840,4
U02841,7
U02842,8
U02843,5
U02844,32
U02845,73
U02846,4
U02847,13
U02848,8
U02849,8
U02850,27
U02851,13
U02852,22
U02853,67
U02854,11
U02855,3
U02856,14
U02857,14
U02858,10
U02859,12
U02860,8
U02861,6
U02862,13
U02863,36
U02864,12
U02865,9
U02866,8
U02867,11
U02868,9
U02869,9
U02870,13
U02871,11
U02872,13
U02873,50
U02874,9
U02875,12
U02876,13
U02877,12
U02878,20
U02879,304
U02880,9
U02881,7
U02882,9
U02883,9
U02884,9
U02885,11
U02886,14
U02887,9
U02888,11
U02889,5
U02890,15
U02891,8
U02892,19
U02893,9
U02894,11
U02895,6
U02896,7
U02897,8
U02898,7
U02899,87
U02900,8
U02901,6
U02902,8
U02903,6
U02904,8
U02905,8
U02906,8
U02907,5
U02908,7
U02909,9
U02910,11
U02911,15
U02912,11
U02913,9
U02914,13
U02915,25
U02916,6
U02917,19
U02918,12
U02919,10
U02920,13
U02921,14
U02922,13
U02923,12
U02924,5
U02925,8
U02926,20
U02927,2
U02928,10
U02929,19
U02930,10
U02931,27
U02932,11
U02933,8
U02934,7
U02935,8
U02936,7
U02937,13
U02938,11
U02939,11
U02940,11
U02941,9
U02942,12
U02943,7
U02944,5
U02945,8
U02946,293
U02947,11
U02948,7
U02949,8
U02950,9
U02951,10
U02952,7
U02953,10
U02954,5
U02955,5
U02956,11
U02957,3
U02958,13
U02959,9
U02960,14
U02961,6
U02962,10
U02963,21
U02964,8
U02965,10
U02966,8
U02967,61
U02968,14
U02969,10
U02970,13
U02971,11
U02972,5
U02973,9
U02974,71
U02975,11
U02976,6
U02977,13
U02978,13
U02979,56
U02980,9
U02981,11
U02982,14
U02983,10
U02984,12
U02985,8
U02986,8
U02987,7
U02988,7
U02989,48
U02990,48
U02991,14
U02992,15
U02993,14
U02994,14
U02995,11
U02996,10
U02997,8
U02998,9
U02999,15
U03000,11
U03001,10
U03002,10
U03003,11
U03004,9
U03005,11
U03006,14
U03007,3
U03008,4
U03009,18
U03010,6
U03011,10
U03012,10
U03013,22
U03014,11
U03015,12
U03016,5
U03017,8
U03018,10
U03019,6
U03020,8
U03021,8
U03022,10
U03023,13
U03024,5
U03025,5
U03026,5
U03027,4
U03028,10
U03029,14
U03030,7
U03031,6
U03032,6
U03033,9
U03034,3
U03035,13
U03036,6
U03037,9
U03038,14
U03039,9
U03040,10
U03041,10
U03042,8
U03043,8
U03044,13
U03045,6
U03046,13
U03047,4
U03048,7
U03049,7
U03050,8
U03051,9
U03052,7
U03053,6
U03054,7
U03055,7
U03056,12
U03057,18
U03058,15
U03059,11
U03060,12
U03061,191
U03062,13
U03063,11
U03064,13
U03065,10
U03066,17
U03067,7
U03068,12
U03069,59
U03070,20
U03071,5
U03072,7
U03073,8
U03074,11
U03075,13
U03076,11
U03077,11
U03078,14
U03079,21
U03080,15
U03081,46
U03082,21
U03083,6
U03084,11
U03085,10
U03086,14
U03087,78
U03088,9
U03089,7
U03090,10
U03091,13
U03092,10
U03093,7
U03094,5
U03095,4
U03096,11
U03097,12
U03098,12
U03099,9
U03100,13
U03101,18
U03102,13
U03103,11
U03104,8
U03105,7
U03106,17
U03107,57
U03108,9
U03109,4
U03110,7
U03111,4
U03112,61
U03113,9
U03114,10
U03115,12
U03116,6
U03117,11
U03118,7
U03119,10
U03120,7
U03121,10
U03122,16
U03123,11
U03124,11
U03125,10
U03126,11
U03127,7
U03128,7
U03129,10
U03130,55
U03131,16
U03132,8
U03133,10
U03134,22
U03135,12
U03136,12
U03137,8
U03138,7
U03139,42
U03140,16
U03141,10
U03142,16
U03143,17
U03144,14
U03145,10
U03146,15
U03147,11
U03148,13
U03149,11
U03150,8
U03151,10
U03152,8
U03153,7
U03154,45
U03155,12
U03156,12
U03157,4
U03158,7
U03159,8
U03160,46
U03161,8
U03162,6
U03163,13
U03164,8
U03165,17
U03166,2
U03167,5
U03168,36
U03169,9
U03170,14
U03171,10
U03172,9
U03173,7
U03174,4
U03175,10
U03176,21
U03177,19
U03178,8
U03179,10
U03180,8
U03181,5
U03182,17
U03183,14
U03184,12
U03185,10
U03186,6
U03187,11
U03188,11
U03189,5
U03190,8
U03191,18
U03192,8
U03193,13
U03194,9
U03195,10
U03196,8
U03197,10
U03198,8
U03199,8
U03200,12
U03201,15
U03202,13
U03203,6
U03204,18
U03205,8
U03206,7
U03207,10
U03208,11
U03209,12
U03210,14
U03211,7
U03212,8
U03213,7
U03214,7
U03215,13
U03216,7
U03217,6
U03218,9
U03219,39
U03220,59
U03221,13
U03222,6
U03223,6
U03224,10
U03225,12
U03226,26
U03227,7
U03228,6
U03229,8
U03230,8
U03231,17
U03232,7
U03233,7
U03234,14
U03235,7
U03236,15
U03237,7
U03238,14
U03239,11
U03240,12
U03241,7
U03242,54
U03243,10
U03244,10
U03245,4
U03246,9
U03247,10
U03248,18
U03249,32
U03250,6
U03251,10
U03252,8
U03253,9
U03254,17
U03255,5
U03256,22
U03257,12
U03258,5
U03259,3
U03260,6
U03261,43
U03262,8
U03263,48
U03264,8
U03265,8
U03266,54
U03267,5
U03268,6
U03269,5
U03270,3
U03271,5
U03272,5
U03273,4
U03274,8
U03275,26
U03276,8
U03277,11
U03278,26
U03279,9
U03280,4
U03281,39
U03282,9
U03283,4
U03284,4
U03285,5
U03286,7
U03287,7
U03288,8
U03289,8
U03290,3
U03291,1
U03292,22
U03293,10
U03294,3
U03295,5
U03296,6
U03297,5
U03298,6
U03299,14
U03300,11
U03301,21
U03302,5
U03303,4
U03304,6
U03305,47
U03306,12
U03307,11
U03308,5
U03309,15
U03310,18
U03311,4
U03312,2
U03313,8
U03314,5
U03315,8
U03316,7
U03317,11
U03318,9
U03319,13
U03320,39
U03321,35
U03322,38
U03323,9
U03324,22
U03325,49
U03326,9
U03327,10
U03328,5
U03329,9
U03330,16
U03331,3
U03332,8
U03333,10
U03334,33
U03335,6
U03336,7
U03337,6
U03338,9
U03339,11
U03340,13
U03341,15
U03342,6
U03343,7
U03344,3
U03345,6
U03346,11
U03347,4
U03348,12
U03349,7
U03350,9
U03351,9
U03352,6
U03353,10
U03354,5
U03355,22
U03356,9
U03357,11
U03358,15
U03359,11
U03360,6
U03361,7
U03362,16
U03363,4
U03364,7
U03365,15
U03366,4
U03367,4
U03368,6
U03369,6
U03370,14
U03371,18
U03372,17
U03373,8
U03374,9
U03375,9
U03376,2
U03377,9
U03378,7
U03379,7
U03380,8
U03381,3
U03382,28
U03383,7
U03384,13
U03385,5
U03386,7
U03387,10
U03388,5
U03389,7
U03390,16
U03391,3
U03392,20
U03393,7
U03394,9
U03395,7
U03396,5
U03397,5
U03398,8
U03399,8
U03400,3
U03401,7
U03402,5
U03403,6
U03404,4
U03405,5
U03406,9
U03407,4
U03408,3
U03409,17
U03410,8
U03411,4
U03412,9
U03413,6
U03414,3
U03415,2
U03416,6
U03417,10
U03418,12
U03419,5
U03420,7
U03421,8
U03422,10
U03423,29
U03424,13
U03425,10
U03426,10
U03427,5
U03428,3
U03429,12
U03430,10
U03431,14
U03432,8
U03433,12
U03434,15
U03435,8
U03436,9
U03437,10
U03438,6
U03439,19
U03440,10
U03441,4
U03442,77
U03443,11
U03444,8
U03445,18
U03446,22
U03447,6
U03448,8
U03449,16
U03450,9
U03451,11
U03452,3
U03453,7
U03454,47
U03455,57
U03456,7
U03457,9
U03458,9
U03459,7
U03460,6
U03461,44
U03462,4
U03463,5
U03464,6
U03465,28
U03466,7
U03467,6
U03468,8
U03469,9
U03470,6
U03471,7
U03472,21
U03473,610
U03474,7
U03475,6
U03476,17
U03477,8
U03478,7
U03479,14
U03480,3
U03481,10
U03482,14
U03483,6
U03484,10
U03485,6
U03486,23
U03487,7
U03488,13
U03489,11
U03490,6
U03491,8
U03492,4
U03493,3
U03494,9
U03495,6
U03496,10
U03497,9
U03498,9
U03499,7
U03500,12
U03501,7
U03502,10
U03503,2
U03504,5
U03505,10
U03506,12
U03507,4
U03508,5
U03509,2
U03510,2
U03511,7
U03512,9
U03513,2
U03514,30
U03515,6
U03516,14
U03517,17
U03518,6
U03519,4
U03520,4
U03521,4
U03522,8
U03523,10
U03524,7
U03525,7
U03526,12
U03527,5
U03528,14
U03529,7
U03530,6
U03531,8
U03532,6
U03533,9
U03534,4
U03535,12
U03536,11
U03537,9
U03538,5
U03539,8
U03540,13
U03541,8
U03542,5
U03543,6
U03544,8
U03545,7
U03546,5
U03547,11
U03548,12
U03549,8
U03550,8
U03551,7
U03552,6
U03553,12
U03554,8
U03555,8
U03556,15
U03557,10
U03558,6
U03559,5
U03560,7
U03561,8
U03562,8
U03563,27
U03564,8
U03565,7
U03566,5
U03567,15
U03568,48
U03569,8
U03570,35
U03571,5
U03572,9
U03573,12
U03574,30
U03575,5
U03576,51
U03577,8
U03578,7
U03579,7
U03580,10
U03581,6
U03582,4
U03583,16
U03584,11
U03585,6
U03586,29
U03587,15
U03588,18
U03589,22
U03590,8
U03591,8
U03592,10
U03593,11
U03594,17
U03595,11
U03596,9
U03597,315
U03598,14
U03599,12
U03600,8
U03601,9
U03602,10
U03603,11
U03604,9
U03605,10
U03606,14
U03607,9
U03608,15
U03609,5
U03610,33
U03611,17
U03612,10
U03613,13
U03614,12
U03615,10
U03616,10
U03617,12
U03618,9
U03619,13
U03620,8
U03621,10
U03622,5
U03623,22
U03624,16
U03625,20
U03626,11
U03627,8
U03628,13
U03629,10
U03630,10
U03631,12
U03632,11
U03633,7
U03634,7
U03635,6
U03636,5
U03637,13
U03638,18
U03639,7
U03640,8
U03641,10
U03642,11
U03643,11
U03644,15
U03645,9
U03646,13
U03647,12
U03648,25
U03649,13
U03650,8
U03651,8
U03652,6
U03653,7
U03654,7
U03655,17
U03656,12
U03657,6
U03658,4
U03659,6
U03660,16
U03661,5
U03662,14
U03663,12
U03664,11
U03665,14
U03666,4
U03667,44
U03668,14
U03669,9
U03670,9
U03671,4
U03672,12
U03673,6
U03674,10
U03675,7
U03676,14
U03677,6
U03678,8
U03679,7
U03680,5
U03681,12
U03682,10
U03683,9
U03684,13
U03685,10
U03686,12
U03687,10
U03688,15
U03689,9
U03690,12
U03691,8
U03692,9
U03693,8
U03694,9
U03695,9
U03696,8
U03697,17
U03698,6
U03699,15
U03700,8
U03701,8
U03702,9
U03703,8
U03704,11
U03705,8
U03706,5
U03707,9
U03708,7
U03709,7
U03710,12
U03711,13
U03712,37
U03713,25
U03714,17
U03715,15
U03716,20
U03717,10
U03718,11
U03719,8
U03720,5
U03721,5
U03722,8
U03723,9
U03724,10
U03725,11
U03726,9
U03727,13
U03728,9
U03729,4
U03730,13
U03731,9
U03732,8
U03733,9
U03734,11
U03735,7
U03736,6
U03737,10
U03738,11
U03739,10
U03740,37
U03741,23
U03742,8
U03743,9
U03744,10
U03745,7
U03746,9
U03747,7
U03748,11
U03749,9
U03750,9
U03751,5
U03752,10
U03753,4
U03754,30
U03755,10
U03756,60
U03757,26
U03758,15
U03759,15
U03760,13
U03761,10
U03762,7
U03763,16
U03764,14
U03765,10
U03766,6
U03767,7
U03768,8
U03769,7
U03770,4
U03771,11
U03772,5
U03773,8
U03774,7
U03775,5
U03776,2
U03777,7
U03778,9
U03779,6
U03780,10
U03781,7
U03782,11
U03783,17
U03784,24
U03785,7
U03786,12
U03787,7
U03788,10
U03789,8
U03790,9
U03791,14
U03792,6
U03793,14
U03794,6
U03795,6
U03796,15
U03797,12
U03798,5
U03799,7
U03800,5
U03801,5
U03802,4
U03803,7
U03804,60
U03805,22
U03806,7
U03807,20
U03808,9
U03809,11
U03810,11
U03811,5
U03812,10
U03813,13
U03814,4
U03815,10
U03816,7
U03817,6
U03818,8
U03819,7
U03820,9
U03821,4
U03822,8
U03823,12
U03824,5
U03825,10
U03826,9
U03827,4
U03828,17
U03829,11
U03830,10
U03831,7
U03832,10
U03833,21
U03834,8
U03835,16
U03836,9
U03837,10
U03838,6
U03839,23
U03840,9
U03841,12
U03842,8
U03843,7
U03844,8
U03845,10
U03846,10
U03847,18
U03848,8
U03849,9
U03850,5
U03851,9
U03852,5
U03853,9
U03854,15
U03855,7
U03856,11
U03857,22
U03858,8
U03859,8
U03860,15
U03861,6
U03862,10
U03863,4
U03864,9
U03865,5
U03866,7
U03867,6
U03868,6
U03869,10
U03870,6
U03871,6
U03872,14
U03873,8
U03874,7
U03875,38
U03876,8
U03877,19
U03878,10
U03879,10
U03880,7
U03881,5
U03882,13
U03883,10
U03884,8
U03885,7
U03886,4
U03887,10
U03888,10
U03889,13
U03890,8
U03891,7
U03892,8
U03893,5
U03894,10
U03895,15
U03896,5
U03897,9
U03898,9
U03899,10
U03900,10
U03901,11
U03902,25
U03903,18
U03904,22
U03905,10
U03906,6
U03907,22
U03908,4
U03909,14
U03910,7
U03911,39
U03912,32
U03913,5
U03914,23
U03915,13
U03916,5
U03917,6
U03918,5
U03919,4
U03920,7
U03921,7
U03922,26
U03923,10
U03924,10
U03925,5
U03926,10
U03927,17
U03928,9
U03929,11
U03930,12
U03931,7
U03932,8
U03933,10
U03934,4
U03935,16
U03936,10
U03937,7
U03938,2
U03939,17
U03940,23
U03941,5
U03942,6
U03943,9
U03944,8
U03945,22
U03946,4
U03947,8
U03948,5
U03949,9
U03950,13
U03951,10
U03952,11
U03953,8
U03954,6
U03955,4
U03956,12
U03957,39
U03958,8
U03959,8
U03960,8
U03961,9
U03962,8
U03963,13
U03964,10
U03965,19
U03966,7
U03967,25
U03968,7
U03969,6
U03970,10
U03971,8
U03972,13
U03973,9
U03974,12
U03975,7
U03976,11
U03977,10
U03978,21
U03979,11
U03980,14
U03981,12
U03982,9
U03983,4
U03984,13
U03985,4
U03986,7
U03987,21
U03988,9
U03989,12
U03990,9
U03991,5
U03992,9
U03993,2
U03994,9
U03995,77
U03996,6
U03997,12
U03998,12
U03999,12
U04000,22
U04001,7
U04002,11
U04003,11
U04004,12
U04005,34
U04006,6
U04007,10
U04008,11
U04009,11
U04010,10
U04011,6
U04012,6
U04013,8
U04014,20
U04015,8
U04016,7
U04017,15
U04018,15
U04019,6
U04020,11
U04021,6
U04022,9
U04023,4
U04024,149
U04025,53
U04026,10
U04027,8
U04028,8
U04029,9
U04030,17
U04031,17
U04032,10
U04033,6
U04034,4
U04035,4
U04036,11
U04037,5
U04038,12
U04039,8
U04040,7
U04041,33
U04042,5
U04043,8
U04044,12
U04045,7
U04046,7
U04047,11
U04048,10
U04049,13
U04050,17
U04051,10
U04052,11
U04053,9
U04054,15
U04055,9
U04056,8
U04057,14
U04058,10
U04059,10
U04060,4
U04061,11
U04062,10
U04063,14
U04064,13
U04065,13
U04066,10
U04067,10
U04068,6
U04069,13
U04070,11
U04071,10
U04072,13
U04073,37
U04074,4
U04075,9
U04076,13
U04077,6
U04078,21
U04079,14
U04080,17
U04081,10
U04082,9
U04083,9
U04084,13
U04085,13
U04086,9
U04087,9
U04088,8
U04089,8
U04090,9
U04091,6
U04092,48
U04093,7
U04094,13
U04095,12
U04096,9
U04097,11
U04098,13
U04099,11
U04100,6
U04101,14
U04102,6
U04103,51
U04104,18
U04105,9
U04106,8
U04107,8
U04108,8
U04109,7
U04110,9
U04111,10
U04112,7
U04113,34
U04114,22
U04115,7
U04116,12
U04117,6
U04118,14
U04119,10
U04120,13
U04121,11
U04122,7
U04123,7
U04124,14
U04125,16
U04126,11
U04127,15
U04128,8
U04129,11
U04130,7
U04131,7
U04132,10
U04133,6
U04134,7
U04135,7
U04136,11
U04137,9
U04138,5
U04139,7
U04140,17
U04141,10
U04142,9
U04143,5
U04144,35
U04145,16
U04146,10
U04147,7
U04148,7
U04149,10
U04150,8
U04151,20
U04152,9
U04153,7
U04154,5
U04155,9
U04156,9
U04157,14
U04158,15
U04159,9
U04160,7
U04161,9
U04162,13
U04163,8
U04164,7
U04165,11
U04166,7
U04167,10
U04168,10
U04169,7
U04170,10
U04171,11
U04172,8
U04173,6
U04174,8
U04175,6
U04176,9
U04177,6
U04178,7
U04179,4
U04180,15
U04181,7
U04182,11
U04183,12
U04184,12
U04185,17
U04186,7
U04187,6
U04188,6
U04189,7
U04190,8
U04191,7
U04192,16
U04193,8
U04194,6
U04195,6
U04196,10
U04197,7
U04198,13
U04199,10
U04200,13
U04201,10
U04202,9
U04203,6
U04204,12
U04205,9
U04206,9
U04207,3
U04208,13
U04209,5
U04210,9
U04211,3
U04212,10
U04213,12
U04214,11
U04215,10
U04216,4
U04217,5
U04218,9
U04219,9
U04220,11
U04221,16
U04222,11
U04223,15
U04224,55
U04225,10
U04226,7
U04227,5
U04228,5
U04229,8
U04230,8
U04231,22
U04232,4
U04233,6
U04234,4
U04235,3
U04236,13
U04237,12
U04238,7
U04239,11
U04240,9
U04241,8
U04242,24
U04243,8
U04244,11
U04245,12
U04246,12
U04247,6
U04248,7
U04249,8
U04250,10
U04251,14
U04252,14
U04253,12
U04254,7
U04255,7
U04256,11
U04257,17
U04258,11
U04259,12
U04260,17
U04261,12
U04262,18
U04263,16
U04264,32
U04265,14
U04266,8
U04267,10
U04268,9
U04269,10
U04270,12
U04271,13
U04272,8
U04273,15
U04274,21
U04275,7
U04276,8
U04277,10
U04278,11
U04279,12
U04280,11
U04281,22
U04282,11
U04283,5
U04284,5
U04285,9
U04286,9
U04287,7
U04288,7
U04289,34
U04290,10
U04291,12
U04292,17
U04293,8
U04294,17
U04295,8
U04296,28
U04297,12
U04298,13
U04299,16
U04300,10
U04301,14
U04302,9
U04303,25
U04304,5
U04305,7
U04306,18
U04307,13
U04308,8
U04309,26
U04310,10
U04311,9
U04312,15
U04313,30
U04314,7
U04315,9
U04316,8
U04317,7
U04318,15
U04319,23
U04320,10
U04321,9
U04322,12
U04323,7
U04324,33
U04325,8
U04326,6
U04327,12
U04328,8
U04329,11
U04330,4
U04331,9
U04332,7
U04333,9
U04334,9
U04335,16
U04336,9
U04337,11
U04338,7
U04339,9
U04340,9
U04341,8
U04342,14
U04343,4
U04344,9
U04345,11
U04346,6
U04347,13
U04348,7
U04349,7
U04350,3
U04351,2
U04352,23
U04353,11
U04354,8
U04355,11
U04356,7
U04357,18
U04358,8
U04359,8
U04360,5
U04361,161
U04362,8
U04363,7
U04364,6
U04365,6
U04366,8
U04367,8
U04368,7
U04369,6
U04370,8
U04371,7
U04372,14
U04373,9
U04374,16
U04375,12
U04376,22
U04377,10
U04378,7
U04379,172
U04380,15
U04381,15
U04382,8
U04383,16
U04384,11
U04385,56
U04386,35
U04387,7
U04388,7
U04389,28
U04390,8
U04391,6
U04392,4
U04393,9
U04394,18
U04395,9
U04396,23
U04397,16
U04398,7
U04399,48
U04400,13
U04401,15
U04402,7
U04403,4
U04404,5
U04405,9
U04406,8
U04407,10
U04408,11
U04409,46
U04410,42
U04411,12
U04412,27
U04413,19
U04414,10
U04415,8
U04416,6
U04417,20
U04418,5
U04419,7
U04420,43
U04421,57
U04422,8
U04423,34
U04424,7
U04425,41
U04426,8
U04427,50
U04428,16
U04429,48
U04430,6
U04431,8
U04432,10
U04433,133
U04434,10
U04435,15
U04436,7
U04437,93
U04438,29
U04439,7
U04440,15
U04441,4
U04442,10
U04443,22
U04444,9
U04445,18
U04446,13
U04447,7
U04448,5
U04449,7
U04450,8
U04451,30
U04452,7
U04453,259
U04454,257
U04455,12
U04456,7
U04457,8
U04458,12
U04459,10
U04460,7
U04461,5
U04462,13
U04463,18
U04464,11
U04465,12
U04466,8
U04467,12
U04468,16
U04469,4
U04470,24
U04471,5
U04472,22
U04473,61
U04474,12
U04475,8
U04476,42
U04477,15
U04478,8
U04479,9
U04480,11
U04481,8
U04482,7
U04483,4
U04484,9
U04485,3
U04486,24
U04487,11
U04488,24
U04489,6
U04490,12
U04491,14
U04492,10
U04493,13
U04494,17
U04495,9
U04496,9
U04497,6
U04498,9
U04499,11
U04500,10
U04501,12
U04502,13
U04503,8
U04504,13
U04505,9
U04506,15
U04507,9
U04508,5
U04509,8
U04510,11
U04511,12
U04512,5
U04513,12
U04514,7
U04515,11
U04516,6
U04517,10
U04518,9
U04519,6
U04520,39
U04521,4
U04522,5
U04523,17
U04524,8
U04525,8
U04526,41
U04527,14
U04528,5
U04529,4
U04530,10
U04531,19
U04532,9
U04533,51
U04534,6
U04535,6
U04536,5
U04537,12
U04538,5
U04539,2
U04540,10
U04541,11
U04542,9
U04543,10
U04544,17
U04545,10
U04546,3
U04547,9
U04548,19
U04549,53
U04550,11
U04551,10
U04552,16
U04553,7
U04554,11
U04555,7
U04556,13
U04557,10
U04558,22
U04559,16
U04560,7
U04561,14
U04562,12
U04563,11
U04564,24
U04565,7
U04566,7
U04567,6
U04568,11
U04569,13
U04570,16
U04571,11
U04572,14
U04573,66
U04574,10
U04575,8
U04576,9
U04577,11
U04578,12
U04579,8
U04580,8
U04581,5
U04582,9
U04583,16
U04584,5
U04585,17
U04586,11
U04587,10
U04588,6
U04589,20
U04590,11
U04591,8
U04592,14
U04593,7
U04594,9
U04595,21
U04596,15
U04597,11
U04598,16
U04599,10
U04600,11
U04601,15
U04602,10
U04603,11
U04604,15
U04605,17
U04606,15
U04607,11
U04608,11
U04609,12
U04610,12
U04611,56
U04612,16
U04613,6
U04614,27
U04615,15
U04616,9
U04617,22
U04618,10
U04619,8
U04620,11
U04621,11
U04622,6
U04623,16
U04624,12
U04625,16
U04626,12
U04627,17
U04628,11
U04629,23
U04630,11
U04631,8
U04632,10
U04633,5
U04634,24
U04635,15
U04636,10
U04637,9
U04638,13
U04639,8
U04640,16
U04641,8
U04642,9
U04643,34
U04644,34
U04645,13
U04646,10
U04647,8
U04648,15
U04649,18
U04650,18
U04651,19
U04652,11
U04653,15
U04654,8
U04655,9
U04656,10
U04657,8
U04658,15
U04659,12
U04660,9
U04661,9
